Id,Label,year,type,era,seed_concepts,indegree,outdegree,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
32008L0114,32008L0114,2008,Directive,Late 2000s,0,9,0,9,331,0,0,0,0
31973Y0919(11),31973Y091911,1973,Legislative_Act,Pre-Single European Act,1,0,3,3,17,2,0.8,0.875,0
31985D0066,31985D0066,1985,Decision,Pre-Single European Act,1,0,0,0,1,0,0,0,0
31990Y0818(01),31990Y081801,1990,Legislative_Act,Pre-Maastricht,1,0,0,0,2,0,0,0,0
31996R0902,31996R0902,1996,Regulation,1990s,1,3,1,4,300,1,1,1,3
31997D0486,31997D0486,1997,Decision,1990s,1,0,3,3,59,1,1,1,0
31997D0487,31997D0487,1997,Decision,1990s,1,0,3,3,59,1,1,1,0
31998Y1215(01),31998Y121501,1998,Legislative_Act,1990s,1,2,3,5,177,2,0.714286,0.8,5.5
32000R1896,32000R1896,2000,Regulation,Early 2000s,1,5,1,6,231,1,1,1,1
32001D0079,32001D0079,2001,Decision,Early 2000s,1,2,3,5,330,1,1,1,6
32002L0058R(01),32002L0058R01,2002,Regulation,Early 2000s,1,0,1,1,331,2,0.52381,0.545455,0
32003D0521,32003D0521,2003,Decision,Early 2000s,1,0,11,11,84,1,1,1,0
32003R1139R(01),32003R1139R01,2003,Regulation,Early 2000s,1,0,0,0,3,0,0,0,0
32004D0733,32004D0733,2004,Decision,Early 2000s,1,1,1,2,330,1,1,1,1
32004R0785R(01),32004R0785R01,2004,Regulation,Early 2000s,2,0,0,0,4,0,0,0,0
32005L0044R(01),32005L0044R01,2005,Regulation,Late 2000s,1,0,0,0,5,0,0,0,0
32005R2073R(10),32005R2073R10,2005,Regulation,Late 2000s,1,0,1,1,333,5,0.265985,0.295833,0
32006D0267,32006D0267,2006,Decision,Late 2000s,2,0,3,3,330,2,0.8,0.875,0
32006L0007R(01),32006L0007R01,2006,Regulation,Late 2000s,1,0,0,0,6,0,0,0,0
32006R0907R(02),32006R0907R02,2006,Regulation,Late 2000s,1,0,1,1,103,1,1,1,0
32007D0725,32007D0725,2007,Decision,Late 2000s,2,0,1,1,330,1,1,1,0
32008D0712,32008D0712,2008,Decision,Late 2000s,2,0,3,3,330,2,0.714286,0.8,0
32008D0981,32008D0981,2008,Decision,Late 2000s,1,0,1,1,84,1,1,1,0
32008L0098R(09),32008L0098R09,2008,Regulation,Late 2000s,1,0,0,0,7,0,0,0,0
32008R1234,32008R1234,2008,Regulation,Late 2000s,1,5,6,11,333,1,1,1,49.5
32008R1334R(06),32008R1334R06,2008,Regulation,Late 2000s,1,0,0,0,8,0,0,0,0
32009D0341,32009D0341,2009,Decision,Late 2000s,1,1,4,5,84,4,0.46,0.532609,16
32009R0767,32009R0767,2009,Regulation,Late 2000s,1,16,43,59,333,3,0.53252,0.629771,3318.139472
31983H0419,31983H0419,1983,Legislative_Act,Pre-Single European Act,1,0,1,1,17,1,1,1,0
31990Y0707(02),31990Y070702,1990,Legislative_Act,Pre-Maastricht,1,0,1,1,59,2,0.666667,0.75,0
31994D0244,31994D0244,1994,Decision,1990s,1,0,8,8,266,1,1,1,0
32000D0354R(02),32000D0354R02,2000,Regulation,Early 2000s,1,0,0,0,18,0,0,0,0
32001D0432,32001D0432,2001,Decision,Early 2000s,1,0,3,3,266,1,1,1,0
32002D0180,32002D0180,2002,Decision,Early 2000s,1,0,14,14,84,2,0.694444,0.78,0
32004R0785R(07),32004R0785R07,2004,Regulation,Early 2000s,2,0,0,0,19,0,0,0,0
32005E0329,32005E0329,2005,Legislative_Act,Late 2000s,1,2,4,6,330,2,0.833333,0.9,10
32005R1209,32005R1209,2005,Regulation,Late 2000s,1,0,1,1,20,1,1,1,0
32006R0474R(01),32006R0474R01,2006,Regulation,Late 2000s,1,0,0,0,21,0,0,0,0
32007D0193,32007D0193,2007,Decision,Late 2000s,2,0,1,1,22,1,1,1,0
32007R0333,32007R0333,2007,Regulation,Late 2000s,1,7,8,15,333,2,0.75,0.833333,82
32007R0333R(01),32007R0333R01,2007,Regulation,Late 2000s,1,0,1,1,333,3,0.448276,0.487179,0
32008D0172,32008D0172,2008,Decision,Late 2000s,1,1,3,4,330,1,1,1,1
32008D0918R(01),32008D0918R01,2008,Regulation,Late 2000s,1,0,1,1,330,4,0.354167,0.397059,0
32008R1331R(01),32008R1331R01,2008,Regulation,Late 2000s,1,0,1,1,333,4,0.339286,0.381579,0
32009R1024R(02),32009R1024R02,2009,Regulation,Late 2000s,1,0,1,1,23,1,1,1,0
31973Y0919(07),31973Y091907,1973,Legislative_Act,Pre-Single European Act,1,0,3,3,17,2,0.8,0.875,0
31978D0154,31978D0154,1978,Decision,Pre-Single European Act,2,0,4,4,36,1,1,1,0
31988R4064,31988R4064,1988,Regulation,Pre-Maastricht,1,0,1,1,37,1,1,1,0
31990H0143,31990H0143,1990,Legislative_Act,Pre-Maastricht,1,0,4,4,38,1,1,1,0
31994L0022,31994L0022,1994,Directive,1990s,1,6,7,13,324,1,1,1,841.195986
31995D0419,31995D0419,1995,Decision,1990s,1,0,1,1,17,2,0.666667,0.75,0
31996L0067,31996L0067,1996,Directive,1990s,1,14,9,23,84,1,1,1,7802.845533
31997L0009,31997L0009,1997,Directive,1990s,1,9,8,17,280,1,1,1,4279.829193
31999D0834,31999D0834,1999,Decision,1990s,1,1,7,8,231,1,1,1,1
31999Y0713(01),31999Y071301,1999,Legislative_Act,1990s,1,1,3,4,333,1,1,1,3
32001D0546,32001D0546,2001,Decision,Early 2000s,2,0,2,2,39,1,1,1,0
32003D0564,32003D0564,2003,Decision,Early 2000s,3,2,7,9,280,1,1,1,12.333333
32003D0790,32003D0790,2003,Decision,Early 2000s,1,0,4,4,266,2,0.75,0.833333,0
32003R0260,32003R0260,2003,Regulation,Early 2000s,1,0,2,2,333,1,1,1,0
32003R1128,32003R1128,2003,Regulation,Early 2000s,1,0,2,2,333,1,1,1,0
32004D0090,32004D0090,2004,Decision,Early 2000s,1,0,1,1,40,1,1,1,0
32004D0822,32004D0822,2004,Decision,Early 2000s,2,0,3,3,330,2,0.8,0.875,0
32004L0066,32004L0066,2004,Directive,Early 2000s,1,6,10,16,231,1,1,1,6432.414533
32004R0851R(02),32004R0851R02,2004,Regulation,Early 2000s,1,0,0,0,41,0,0,0,0
32006D0351,32006D0351,2006,Decision,Late 2000s,1,1,2,3,17,2,0.75,0.833333,3
32006L0038R(03),32006L0038R03,2006,Regulation,Late 2000s,1,0,1,1,157,3,0.4,0.4375,0
32006L0043R(02),32006L0043R02,2006,Regulation,Late 2000s,1,0,0,0,42,0,0,0,0
32007E0178,32007E0178,2007,Legislative_Act,Late 2000s,1,0,4,4,330,1,1,1,0
32007E0528,32007E0528,2007,Legislative_Act,Late 2000s,1,0,2,2,330,1,1,1,0
32007E0887,32007E0887,2007,Legislative_Act,Late 2000s,1,0,3,3,330,1,1,1,0
32007H0078,32007H0078,2007,Legislative_Act,Late 2000s,1,0,1,1,43,1,1,1,0
32008D0170,32008D0170,2008,Decision,Late 2000s,1,0,5,5,329,1,1,1,0
32009D0027,32009D0027,2009,Decision,Late 2000s,1,0,2,2,333,1,1,1,0
32009D0460R(01),32009D0460R01,2009,Regulation,Late 2000s,1,0,1,1,84,2,0.571429,0.625,0
32009D0548,32009D0548,2009,Decision,Late 2000s,1,0,1,1,329,1,1,1,0
32009D0739,32009D0739,2009,Decision,Late 2000s,2,1,5,6,300,3,0.449153,0.493711,3.5
32009D0758,32009D0758,2009,Decision,Late 2000s,1,0,3,3,330,3,0.5,0.571429,0
32009H1205(01),32009H120501,2009,Legislative_Act,Late 2000s,1,0,1,1,329,1,1,1,0
32009L0138R(09),32009L0138R09,2009,Regulation,Late 2000s,2,0,1,1,280,7,0.218792,0.274759,0
31974H0165,31974H0165,1974,Legislative_Act,Pre-Single European Act,1,0,2,2,266,1,1,1,0
31980D1350,31980D1350,1980,Decision,Pre-Single European Act,1,0,2,2,56,1,1,1,0
31981D0375,31981D0375,1981,Decision,Pre-Single European Act,1,0,2,2,56,1,1,1,0
31984D0520,31984D0520,1984,Decision,Pre-Single European Act,1,1,0,1,311,0,0,0,0
31985D0069,31985D0069,1985,Decision,Pre-Single European Act,1,0,0,0,57,0,0,0,0
31985D0530,31985D0530,1985,Decision,Pre-Single European Act,1,0,2,2,17,1,1,1,0
31987H0371,31987H0371,1987,Legislative_Act,Pre-Maastricht,2,3,5,8,59,1,1,1,9
31989D0630,31989D0630,1989,Decision,Pre-Maastricht,1,0,2,2,58,1,1,1,0
31992Y0625(01),31992Y062501,1992,Legislative_Act,Pre-Maastricht,1,1,2,3,50,1,1,1,2
31993R0315,31993R0315,1993,Regulation,1990s,1,10,4,14,333,1,1,1,2927.300081
31994D0718,31994D0718,1994,Decision,1990s,1,0,9,9,266,1,1,1,0
31994Y0617(01),31994Y061701,1994,Legislative_Act,1990s,1,2,3,5,177,1,1,1,6.5
31995Y1230(06),31995Y123006,1995,Legislative_Act,1990s,1,0,1,1,177,1,1,1,0
31997D0545,31997D0545,1997,Decision,1990s,1,0,4,4,59,1,1,1,0
31998D0535,31998D0535,1998,Decision,1990s,1,0,3,3,59,1,1,1,0
31998D0828(01),31998D082801,1998,Decision,1990s,1,0,1,1,323,1,1,1,0
31999D0833,31999D0833,1999,Decision,1990s,1,1,7,8,231,1,1,1,1
31999R1225,31999R1225,1999,Regulation,1990s,1,0,2,2,333,1,1,1,0
32001D0098,32001D0098,2001,Decision,Early 2000s,1,1,11,12,266,2,0.703704,0.789474,18
32002E0589R(01),32002E0589R01,2002,Regulation,Early 2000s,1,0,0,0,60,0,0,0,0
32002G0216(02),32002G021602,2002,Legislative_Act,Early 2000s,1,2,7,9,324,1,1,1,13
32004D0821,32004D0821,2004,Decision,Early 2000s,3,0,2,2,330,1,1,1,0
32004L0027,32004L0027,2004,Directive,Early 2000s,1,3,4,7,333,1,1,1,12
32004R0851R(01),32004R0851R01,2004,Regulation,Early 2000s,1,0,0,0,61,0,0,0,0
32006D0558,32006D0558,2006,Decision,Late 2000s,2,1,11,12,280,3,0.55,0.641414,33
32006D0951,32006D0951,2006,Decision,Late 2000s,1,0,1,1,84,1,1,1,0
32006R0907R(01),32006R0907R01,2006,Regulation,Late 2000s,1,0,1,1,103,1,1,1,0
32008D0477,32008D0477,2008,Decision,Late 2000s,1,4,0,4,324,0,0,0,0
32008D0745,32008D0745,2008,Decision,Late 2000s,1,0,3,3,231,1,1,1,0
32008E0944R(01),32008E0944R01,2008,Regulation,Late 2000s,2,0,0,0,62,0,0,0,0
32008R0702,32008R0702,2008,Regulation,Late 2000s,1,0,2,2,300,2,0.75,0.833333,0
32009D0512,32009D0512,2009,Decision,Late 2000s,1,0,2,2,331,1,1,1,0
32009D1007,32009D1007,2009,Decision,Late 2000s,1,0,1,1,279,1,1,1,0
31971Y0119(01),31971Y011901,1971,Legislative_Act,Pre-Single European Act,1,0,0,0,75,0,0,0,0
31975Y0709(04),31975Y070904,1975,Legislative_Act,Pre-Single European Act,1,1,1,2,17,1,1,1,3
31977H0714,31977H0714,1977,Legislative_Act,Pre-Single European Act,1,1,2,3,17,1,1,1,2
31977L0312,31977L0312,1977,Directive,Pre-Single European Act,1,0,2,2,59,1,1,1,0
31980D0157,31980D0157,1980,Decision,Pre-Single European Act,1,0,3,3,17,1,1,1,0
31984H0549,31984H0549,1984,Legislative_Act,Pre-Single European Act,1,4,1,5,59,1,1,1,1.5
31989Y0720(01),31989Y072001,1989,Legislative_Act,Pre-Maastricht,1,1,0,1,59,0,0,0,0
31991D0251,31991D0251,1991,Decision,Pre-Maastricht,2,3,2,5,266,1,1,1,1
31993Y1216(01),31993Y121601,1993,Legislative_Act,1990s,1,0,3,3,177,1,1,1,0
31994D0424,31994D0424,1994,Decision,1990s,1,0,8,8,266,1,1,1,0
31996E0668,31996E0668,1996,Legislative_Act,1990s,1,1,3,4,50,5,0.405405,0.507778,1060
31998L0029,31998L0029,1998,Directive,1990s,1,1,9,10,17,3,0.625,0.716667,20
31999D0645,31999D0645,1999,Decision,1990s,1,0,3,3,59,1,1,1,0
31999D0847,31999D0847,1999,Decision,1990s,1,3,4,7,329,1,1,1,186.194444
31999Y0409(03),31999Y040903,1999,Legislative_Act,1990s,1,0,1,1,329,1,1,1,0
32000D0054,32000D0054,2000,Decision,Early 2000s,1,0,1,1,266,1,1,1,0
32000D0354R(01),32000D0354R01,2000,Regulation,Early 2000s,1,0,0,0,76,0,0,0,0
32001R1248,32001R1248,2001,Regulation,Early 2000s,1,0,2,2,77,1,1,1,0
32001R1326R(01),32001R1326R01,2001,Regulation,Early 2000s,1,0,0,0,78,0,0,0,0
32002H0077,32002H0077,2002,Legislative_Act,Early 2000s,1,0,3,3,333,2,0.666667,0.75,0
32005H0698,32005H0698,2005,Legislative_Act,Late 2000s,2,1,5,6,324,2,0.647059,0.727273,1406.5
32006D0771(01),32006D077101,2006,Decision,Late 2000s,1,2,8,10,324,2,0.9,0.944444,24.95
32007D0446,32007D0446,2007,Decision,Late 2000s,1,0,0,0,79,0,0,0,0
32008A0509(01),32008A050901,2008,Legislative_Act,Late 2000s,1,0,1,1,231,1,1,1,0
32008F0909R(01),32008F0909R01,2008,Regulation,Late 2000s,1,0,0,0,80,0,0,0,0
32008L0096R(02),32008L0096R02,2008,Regulation,Late 2000s,1,0,0,0,81,0,0,0,0
32009D0146,32009D0146,2009,Decision,Late 2000s,1,1,1,2,82,1,1,1,0
32009D0460,32009D0460,2009,Decision,Late 2000s,2,2,3,5,84,1,1,1,5
32009R1284R(01),32009R1284R01,2009,Regulation,Late 2000s,1,0,1,1,300,2,0.555556,0.6,0
31972Y1011(01),31972Y101101,1972,Legislative_Act,Pre-Single European Act,1,1,0,1,288,0,0,0,0
31986R4058,31986R4058,1986,Regulation,Pre-Single European Act,1,4,3,7,50,2,0.8,0.875,1075.833333
31986Y0626(01),31986Y062601,1986,Legislative_Act,Pre-Single European Act,1,0,2,2,17,2,0.75,0.833333,0
31991H0288,31991H0288,1991,Legislative_Act,Pre-Maastricht,1,1,6,7,59,2,0.875,0.928571,12
31994D0211,31994D0211,1994,Decision,1990s,1,0,1,1,329,1,1,1,0
31994D0414,31994D0414,1994,Decision,1990s,1,0,8,8,266,1,1,1,0
31996R2271,31996R2271,1996,Regulation,1990s,1,4,6,10,50,4,0.555556,0.672222,6930.288837
31997D0310,31997D0310,1997,Decision,1990s,1,1,7,8,266,1,1,1,0
31998D0388,31998D0388,1998,Decision,1990s,1,1,3,4,84,2,0.571429,0.625,1
31998H0322,31998H0322,1998,Legislative_Act,1990s,1,1,6,7,266,1,1,1,1002
31999D0511,31999D0511,1999,Decision,1990s,2,0,3,3,59,2,0.714286,0.8,0
32003D0602,32003D0602,2003,Decision,Early 2000s,1,0,2,2,333,1,1,1,0
32003D0752,32003D0752,2003,Decision,Early 2000s,1,1,1,2,17,3,0.5,0.583333,0
32003D0834,32003D0834,2003,Decision,Early 2000s,3,0,4,4,333,1,1,1,0
32005D0012,32005D0012,2005,Decision,Late 2000s,1,0,2,2,329,2,0.6,0.666667,0
32006D0355,32006D0355,2006,Decision,Late 2000s,1,0,1,1,329,1,1,1,0
32006L0038R(01),32006L0038R01,2006,Regulation,Late 2000s,2,0,1,1,157,3,0.4,0.4375,0
32006R0907,32006R0907,2006,Regulation,Late 2000s,1,2,0,2,103,0,0,0,0
32007D0102,32007D0102,2007,Decision,Late 2000s,1,0,5,5,329,1,1,1,0
32007D0258,32007D0258,2007,Decision,Late 2000s,1,0,6,6,84,1,1,1,0
32007D0784,32007D0784,2007,Decision,Late 2000s,1,0,0,0,104,0,0,0,0
32007R0412R(01),32007R0412R01,2007,Regulation,Late 2000s,1,0,0,0,105,0,0,0,0
32008D0432R(01),32008D0432R01,2008,Regulation,Late 2000s,1,0,0,0,106,0,0,0,0
32008D0743(01),32008D074301,2008,Decision,Late 2000s,1,0,3,3,231,1,1,1,0
32008F0909R(06),32008F0909R06,2008,Regulation,Late 2000s,1,0,0,0,107,0,0,0,0
32008R1234R(01),32008R1234R01,2008,Regulation,Late 2000s,1,0,1,1,333,2,0.538462,0.571429,0
32008R1333R(06),32008R1333R06,2008,Regulation,Late 2000s,1,0,0,0,108,0,0,0,0
32009A0903(01),32009A090301,2009,Legislative_Act,Late 2000s,1,0,1,1,329,1,1,1,0
32009A1021(01),32009A102101,2009,Legislative_Act,Late 2000s,1,0,1,1,329,1,1,1,0
32009D0964,32009D0964,2009,Decision,Late 2000s,1,2,4,6,329,1,1,1,6
32009D0964R(01),32009D0964R01,2009,Regulation,Late 2000s,1,0,1,1,329,2,0.555556,0.6,0
32009L0081,32009L0081,2009,Directive,Late 2000s,1,27,17,44,324,2,0.742857,0.826923,6298.821543
31971Y0610(01),31971Y061001,1971,Legislative_Act,Pre-Single European Act,1,0,1,1,115,1,1,1,0
31985D0527,31985D0527,1985,Decision,Pre-Single European Act,1,0,2,2,17,1,1,1,0
31994D0694,31994D0694,1994,Decision,1990s,1,1,8,9,266,1,1,1,8
31999D0494,31999D0494,1999,Decision,1990s,1,0,3,3,245,1,1,1,0
31999R1228,31999R1228,1999,Regulation,1990s,1,0,1,1,333,1,1,1,0
32000D0299,32000D0299,2000,Decision,Early 2000s,1,1,1,2,324,1,1,1,0
32003D0751,32003D0751,2003,Decision,Early 2000s,1,2,2,4,17,2,0.75,0.833333,3
32003D0822,32003D0822,2003,Decision,Early 2000s,1,0,5,5,333,1,1,1,0
32004D0739R(01),32004D0739R01,2004,Regulation,Early 2000s,2,0,1,1,330,2,0.6,0.666667,0
32004L0024,32004L0024,2004,Directive,Early 2000s,1,2,4,6,333,1,1,1,8
32004L0113,32004L0113,2004,Directive,Early 2000s,2,6,5,11,329,1,1,1,114.030769
32004R0785R(05),32004R0785R05,2004,Regulation,Early 2000s,2,0,0,0,116,0,0,0,0
32004R0785R(06),32004R0785R06,2004,Regulation,Early 2000s,2,0,0,0,117,0,0,0,0
32005D0851,32005D0851,2005,Decision,Late 2000s,2,0,1,1,118,1,1,1,0
32005R2073R(08),32005R2073R08,2005,Regulation,Late 2000s,1,0,1,1,333,5,0.265985,0.295833,0
32006D0375,32006D0375,2006,Decision,Late 2000s,1,0,1,1,324,1,1,1,0
32006L0021R(01),32006L0021R01,2006,Regulation,Late 2000s,1,0,1,1,329,5,0.376623,0.426437,0
32007A0802(02),32007A080202,2007,Legislative_Act,Late 2000s,1,0,1,1,329,1,1,1,0
32007D0026,32007D0026,2007,Decision,Late 2000s,1,0,3,3,333,5,0.258152,0.293158,0
32007D0711,32007D0711,2007,Decision,Late 2000s,2,0,2,2,330,1,1,1,0
32007D0793,32007D0793,2007,Decision,Late 2000s,1,1,1,2,300,2,0.555556,0.6,0
32008R1099R(02),32008R1099R02,2008,Regulation,Late 2000s,1,0,0,0,119,0,0,0,0
32008R1272R(16),32008R1272R16,2008,Regulation,Late 2000s,1,0,0,0,120,0,0,0,0
32008R1332,32008R1332,2008,Regulation,Late 2000s,1,8,13,21,333,2,0.782609,0.861111,522.844048
32009L0119,32009L0119,2009,Directive,Late 2000s,1,4,7,11,300,1,1,1,46.085965
32009L0119R(02),32009L0119R02,2009,Regulation,Late 2000s,1,0,1,1,300,2,0.533333,0.5625,0
32009L0138R(08),32009L0138R08,2009,Regulation,Late 2000s,2,0,1,1,280,7,0.218792,0.274759,0
31995Y1207(03),31995Y120703,1995,Legislative_Act,1990s,1,0,1,1,177,1,1,1,0
31998D0387,31998D0387,1998,Decision,1990s,1,1,6,7,84,2,0.625,0.7,3
31998D0520,31998D0520,1998,Decision,1990s,1,0,5,5,59,1,1,1,0
31998D0522,31998D0522,1998,Decision,1990s,2,0,4,4,59,1,1,1,0
32000D0141,32000D0141,2000,Decision,Early 2000s,1,0,1,1,17,2,0.666667,0.75,0
32003D0124,32003D0124,2003,Decision,Early 2000s,1,0,4,4,231,1,1,1,0
32003D0498,32003D0498,2003,Decision,Early 2000s,1,0,0,0,132,0,0,0,0
32003R2160R(01),32003R2160R01,2003,Regulation,Early 2000s,1,0,1,1,333,2,0.555556,0.6,0
32004D0777R(02),32004D0777R02,2004,Regulation,Early 2000s,1,0,0,0,133,0,0,0,0
32004L0066R(01),32004L0066R01,2004,Regulation,Early 2000s,1,0,1,1,231,2,0.52381,0.545455,0
32004R0785R(04),32004R0785R04,2004,Regulation,Early 2000s,2,0,0,0,134,0,0,0,0
32004R0793R(01),32004R0793R01,2004,Regulation,Early 2000s,1,0,0,0,135,0,0,0,0
32005R2073,32005R2073,2005,Regulation,Late 2000s,1,20,17,37,333,4,0.358885,0.442557,1061.491026
32005R2073R(06),32005R2073R06,2005,Regulation,Late 2000s,1,0,1,1,333,5,0.265985,0.295833,0
32006D0730,32006D0730,2006,Decision,Late 2000s,1,7,4,11,50,1,1,1,50
32006R1907R(13),32006R1907R13,2006,Regulation,Late 2000s,1,0,1,1,231,4,0.351648,0.378906,0
32007D0597,32007D0597,2007,Decision,Late 2000s,1,0,2,2,231,1,1,1,0
32007D0724,32007D0724,2007,Decision,Late 2000s,2,0,3,3,330,2,0.8,0.875,0
32008D0412R(01),32008D0412R01,2008,Regulation,Late 2000s,2,0,0,0,136,0,0,0,0
32008R1272R(08),32008R1272R08,2008,Regulation,Late 2000s,1,0,0,0,137,0,0,0,0
32008R1272R(09),32008R1272R09,2008,Regulation,Late 2000s,1,0,0,0,138,0,0,0,0
32009D0302R(01),32009D0302R01,2009,Regulation,Late 2000s,1,0,0,0,139,0,0,0,0
32009D0604,32009D0604,2009,Decision,Late 2000s,1,0,2,2,329,1,1,1,0
32009L0081R(02),32009L0081R02,2009,Regulation,Late 2000s,1,0,1,1,324,3,0.435484,0.462963,0
32009L0138R(10),32009L0138R10,2009,Regulation,Late 2000s,2,0,1,1,280,7,0.218792,0.274759,0
32009R0169,32009R0169,2009,Regulation,Late 2000s,1,0,10,10,266,3,0.571429,0.708333,0
31984R1890,31984R1890,1984,Regulation,Pre-Single European Act,1,2,5,7,17,2,0.857143,0.916667,12
31985D0276,31985D0276,1985,Decision,Pre-Single European Act,1,0,14,14,266,1,1,1,0
31986Y1209(01),31986Y120901,1986,Legislative_Act,Pre-Single European Act,1,1,6,7,17,1,1,1,6
31991D0274,31991D0274,1991,Decision,Pre-Maastricht,1,0,1,1,329,1,1,1,0
31993R0315R(01),31993R0315R01,1993,Regulation,1990s,1,0,1,1,333,2,0.555556,0.6,0
31993R3604,31993R3604,1993,Regulation,1990s,1,1,8,9,280,1,1,1,8
31995D2717,31995D2717,1995,Decision,1990s,1,0,4,4,50,2,0.75,0.833333,0
31995Y1219(03),31995Y121903,1995,Legislative_Act,1990s,1,0,1,1,177,1,1,1,0
31997D0865,31997D0865,1997,Decision,1990s,1,2,1,3,231,1,1,1,0
31999L0062,31999L0062,1999,Directive,1990s,1,9,9,18,157,1,1,1,140.666667
32001L0083R(02),32001L0083R02,2001,Regulation,Early 2000s,1,0,0,0,156,0,0,0,0
32001R2580,32001R2580,2001,Regulation,Early 2000s,1,12,5,17,300,1,1,1,70.333333
32002G0216(01),32002G021601,2002,Legislative_Act,Early 2000s,1,0,2,2,329,2,0.6,0.666667,0
32003D0668,32003D0668,2003,Decision,Early 2000s,1,0,3,3,266,2,0.8,0.875,0
32003D0777,32003D0777,2003,Decision,Early 2000s,1,0,2,2,266,1,1,1,0
32003L0051,32003L0051,2003,Directive,Early 2000s,2,1,8,9,280,2,0.75,0.833333,22
32004D0545,32004D0545,2004,Decision,Early 2000s,1,2,2,4,324,2,0.75,0.833333,2.25
32004L0027R(03),32004L0027R03,2004,Regulation,Early 2000s,1,0,1,1,333,2,0.555556,0.6,0
32006D0499,32006D0499,2006,Decision,Late 2000s,1,0,3,3,330,1,1,1,0
32006E0787,32006E0787,2006,Legislative_Act,Late 2000s,1,1,2,3,330,1,1,1,0.5
32006L0038,32006L0038,2006,Directive,Late 2000s,1,3,6,9,157,2,0.625,0.7,45
32006R1412R(01),32006R1412R01,2006,Regulation,Late 2000s,2,0,0,0,158,0,0,0,0
32006R1923,32006R1923,2006,Regulation,Late 2000s,1,0,4,4,333,1,1,1,0
32007A1221(01),32007A122101,2007,Legislative_Act,Late 2000s,1,0,1,1,329,1,1,1,0
32008D0014,32008D0014,2008,Decision,Late 2000s,1,0,4,4,86,2,0.75,0.833333,0
32008E0851,32008E0851,2008,Legislative_Act,Late 2000s,1,21,9,30,330,2,0.8,0.875,270.333333
32008F0909R(03),32008F0909R03,2008,Regulation,Late 2000s,1,0,0,0,159,0,0,0,0
32008H0653,32008H0653,2008,Legislative_Act,Late 2000s,1,0,1,1,333,1,1,1,0
32008R1272R(03),32008R1272R03,2008,Regulation,Late 2000s,1,0,0,0,160,0,0,0,0
32008R1272R(05),32008R1272R05,2008,Regulation,Late 2000s,1,0,0,0,161,0,0,0,0
32008R1272R(15),32008R1272R15,2008,Regulation,Late 2000s,1,0,0,0,162,0,0,0,0
32008R1333R(07),32008R1333R07,2008,Regulation,Late 2000s,1,0,0,0,163,0,0,0,0
32009D0369,32009D0369,2009,Decision,Late 2000s,1,3,2,5,330,3,0.481481,0.538462,1
32009D0516,32009D0516,2009,Decision,Late 2000s,1,0,2,2,331,1,1,1,0
32009D0517,32009D0517,2009,Decision,Late 2000s,1,0,2,2,331,1,1,1,0
32009L0020,32009L0020,2009,Directive,Late 2000s,1,0,2,2,331,1,1,1,0
32009L0110R(01),32009L0110R01,2009,Regulation,Late 2000s,2,0,0,0,164,0,0,0,0
32009R0767R(01),32009R0767R01,2009,Regulation,Late 2000s,1,0,1,1,333,4,0.349206,0.375631,0
32009R1025,32009R1025,2009,Regulation,Late 2000s,1,0,0,0,165,0,0,0,0
32009R1168,32009R1168,2009,Regulation,Late 2000s,1,0,0,0,166,0,0,0,0
31973H0304,31973H0304,1973,Legislative_Act,Pre-Single European Act,1,0,2,2,17,1,1,1,0
31975Y0705(03),31975Y070503,1975,Legislative_Act,Pre-Single European Act,3,0,3,3,17,2,0.8,0.875,0
31975Y0709(03),31975Y070903,1975,Legislative_Act,Pre-Single European Act,1,4,0,4,17,0,0,0,0
31978Y0607(01),31978Y060701,1978,Legislative_Act,Pre-Single European Act,1,0,1,1,17,1,1,1,0
31985D0075,31985D0075,1985,Decision,Pre-Single European Act,1,0,11,11,280,2,0.823529,0.892857,0
31985D0535,31985D0535,1985,Decision,Pre-Single European Act,1,0,1,1,17,3,0.5,0.547619,0
31991R1534,31991R1534,1991,Regulation,Pre-Maastricht,1,1,4,5,266,1,1,1,647
31991Y1214(01),31991Y121401,1991,Legislative_Act,Pre-Maastricht,1,0,1,1,17,1,1,1,0
31992D0146,31992D0146,1992,Decision,Pre-Maastricht,1,0,1,1,329,1,1,1,0
31994Y0216(01),31994Y021601,1994,Legislative_Act,1990s,1,0,2,2,266,1,1,1,0
31996D0172,31996D0172,1996,Decision,1990s,1,0,2,2,17,2,0.75,0.833333,0
31996Y1211(02),31996Y121102,1996,Legislative_Act,1990s,1,1,1,2,177,1,1,1,1
31999D0170,31999D0170,1999,Decision,1990s,1,0,7,7,177,1,1,1,0
31999D0321,31999D0321,1999,Decision,1990s,2,0,2,2,331,1,1,1,0
31999D0835,31999D0835,1999,Decision,1990s,1,1,7,8,231,1,1,1,1
32000D0142,32000D0142,2000,Decision,Early 2000s,1,0,4,4,17,2,0.833333,0.9,0
32000Y1014(03),32000Y101403,2000,Legislative_Act,Early 2000s,1,0,2,2,329,1,1,1,0
32000Y1014(07),32000Y101407,2000,Legislative_Act,Early 2000s,1,0,2,2,266,2,0.6,0.666667,0
32002L0058,32002L0058,2002,Directive,Early 2000s,1,72,10,82,331,1,1,1,3806.925075
32003D0500,32003D0500,2003,Decision,Early 2000s,2,0,2,2,330,1,1,1,0
