Source,Target,Type,Id,Label,Weight,start_year,end_year
32019R0817,32019R0818,Directed,68524,,1,2019,2019
32019R0817,12016P007,Directed,68525,,1,2019,2016
32019R0817,12016P008,Directed,68526,,1,2019,2016
32019R0817,32002F0584,Directed,68527,,1,2019,2002
32019R0817,12016E/PRO/22,Directed,68528,,1,2019,2016
32019R0817,32001R0045,Directed,68529,,1,2019,2001
32019R0817,12016M005,Directed,68530,,1,2019,2016
32009R0767,32008L0038,Directed,68531,,1,2009,2008
32009R0767,31999D0468,Directed,68532,,1,2009,1999
32009R0767,32002R1774,Directed,68533,,1,2009,2002
32009R0767,31997L0007,Directed,68534,,1,2009,1997
32009R0767,32003R1830,Directed,68535,,1,2009,2003
32009R0767,31990L0167,Directed,68536,,1,2009,1990
32014D0585,32002L0058,Directed,68537,,1,2014,2002
32014D0585,31995L0046,Directed,68538,,1,2014,1995
32014D0585,32010L0040,Directed,68539,,1,2014,2010
32008D0411,32002L0020,Directed,68540,,1,2008,2002
32008D0411,32002L0021,Directed,68541,,1,2008,2002
32008D0411,31999L0005,Directed,68542,,1,2008,1999
32012D0462,32008D0232,Directed,68543,,1,2012,2008
32012D0462,31996L0048,Directed,68544,,1,2012,1996
32012D0462,32011D0665,Directed,68545,,1,2012,2011
32012D0462,32001L0016,Directed,68546,,1,2012,2001
32012D0462,32004R0881,Directed,68547,,1,2012,2004
32012D0462,32008D0284,Directed,68548,,1,2012,2008
32012D0462,32008D0217,Directed,68549,,1,2012,2008
32012D0462,32006D0679,Directed,68550,,1,2012,2006
32012D0462,32011D0633,Directed,68551,,1,2012,2011
32012D0462,32011D0229,Directed,68552,,1,2012,2011
32009R1107,31999D0468,Directed,68553,,1,2009,1999
32009R1107,32004R0882,Directed,68554,,1,2009,2004
32009R1107,32000L0060,Directed,68555,,1,2009,2000
32009R1107,31986L0609,Directed,68556,,1,2009,1986
32009R1107,31999L0045,Directed,68557,,1,2009,1999
32009R1107,32009L0128,Directed,68558,,1,2009,2009
32018R1139,12016E/PRO/07,Directed,68559,,1,2018,2016
32018R1139,32003L0087,Directed,68560,,1,2018,2003
32018R1139,12016E314,Directed,68561,,1,2018,2016
32018R1139,32009D0320,Directed,68562,,1,2018,2009
32018R1139,12016E258,Directed,68563,,1,2018,2016
32018R1139,32001R0045,Directed,68564,,1,2018,2001
32018R1139,31968R0259,Directed,68565,,1,2018,1968
32018R1139,12016M/TXT,Directed,68566,,1,2018,2016
32018R1139,12016E/TXT,Directed,68567,,1,2018,2016
32018R1139,32006R1907,Directed,68568,,1,2018,2006
32018R1139,12016M/PRO/07,Directed,68569,,1,2018,2016
32018R1139,32012R0966,Directed,68570,,1,2018,2012
32018R1139,12016E313,Directed,68571,,1,2018,2016
32018R1139,32013R1271,Directed,68572,,1,2018,2013
32018R1139,32015D1835,Directed,68573,,1,2018,2015
32018R1139,32013R1285,Directed,68574,,1,2018,2013
32018R1139,32004R0549,Directed,68575,,1,2018,2004
32018R1139,32008R0765,Directed,68576,,1,2018,2008
32018R1139,32016Q0512(01),Directed,68577,,1,2018,2016
32018R1139,32016R0679,Directed,68578,,1,2018,2016
32018R1139,32008D0768,Directed,68579,,1,2018,2008
32018R1139,12016P008,Directed,68580,,1,2018,2016
32018R1139,32015D0444,Directed,68581,,1,2018,2015
32018R1139,12016E016,Directed,68582,,1,2018,2016
32018R1139,12016E290,Directed,68583,,1,2018,2016
32018R1139,12016P007,Directed,68584,,1,2018,2016
32018R1139,32004R0551,Directed,68585,,1,2018,2004
32018R1139,32013R0883,Directed,68586,,1,2018,2013
32024L1174,32013R0575,Directed,68587,,1,2024,2013
32024L1174,12016M005,Directed,68588,,1,2024,2016
32024L1174,32019L0879,Directed,68589,,1,2024,2019
32024L1174,32022R2036,Directed,68590,,1,2024,2022
31994L0022,11992E036,Directed,68591,,1,1994,1992
31994L0022,31993L0038,Directed,68592,,1,1994,1993
32025R0041,32018R1862,Directed,68593,,1,2025,2018
32025R0041,32016Q0512(01),Directed,68594,,1,2025,2016
32025R0041,12016E290,Directed,68595,,1,2025,2016
32025R0041,12016M005,Directed,68596,,1,2025,2016
32025R0041,32002F0584,Directed,68597,,1,2025,2002
32025R0041,32015R2446,Directed,68598,,1,2025,2015
32025R0041,12016E346,Directed,68599,,1,2025,2016
32025R0041,32019L1937,Directed,68600,,1,2025,2019
32025R0041,32016R0679,Directed,68601,,1,2025,2016
32025R0041,32021R0821,Directed,68602,,1,2025,2021
32025R0041,12016E/TXT,Directed,68603,,1,2025,2016
32025R0041,32015R2447,Directed,68604,,1,2025,2015
32025R0041,32022R2399,Directed,68605,,1,2025,2022
32016Y0312(03),31998R2533,Directed,68606,,1,2016,1998
32016Y0312(03),32011Y1013(01),Directed,68607,,1,2016,2011
32016Y0312(03),32013R0575,Directed,68608,,1,2016,2013
32004D0033,31995L0018,Directed,68609,,1,2004,1995
32004D0033,31998D0190,Directed,68610,,1,2004,1998
32004D0033,32001L0012,Directed,68611,,1,2004,2001
32004D0033,31991L0440,Directed,68612,,1,2004,1991
32004D0033,31969R1191,Directed,68613,,1,2004,1969
32004D0033,31990D0456,Directed,68614,,1,2004,1990
32004D0033,31995L0019,Directed,68615,,1,2004,1995
32004D0033,32001L0014,Directed,68616,,1,2004,2001
32004D0393,31998Y0310(01),Directed,68617,,1,2004,1998
32004D0393,31992R2408,Directed,68618,,1,2004,1992
32004D0393,31992R2407,Directed,68619,,1,2004,1992
32004D0393,12002E087,Directed,68620,,1,2004,2002
32004D0393,32001R0069,Directed,68621,,1,2004,2001
32004D0393,32001R0070,Directed,68622,,1,2004,2001
32004D0393,31992R2409,Directed,68623,,1,2004,1992
32004D0393,31999Y1009(01),Directed,68624,,1,2004,1999
32004D0393,12002E080,Directed,68625,,1,2004,2002
32004D0393,31993Y1113(01),Directed,68626,,1,2004,1993
32004D0393,31996L0067,Directed,68627,,1,2004,1996
32018R1971,32002D0627,Directed,68628,,1,2018,2002
32018R1971,31968R0259,Directed,68629,,1,2018,1968
32018R1971,12016E228,Directed,68630,,1,2018,2016
32018R1971,32013R0883,Directed,68631,,1,2018,2013
32018R1971,32013R0526,Directed,68632,,1,2018,2013
32018R1971,32004R2006,Directed,68633,,1,2018,2004
32018R1971,12016E314,Directed,68634,,1,2018,2016
32018R1971,32016R0679,Directed,68635,,1,2018,2016
32018R1971,31999Q0531,Directed,68636,,1,2018,1999
32018R1971,32018R1046,Directed,68637,,1,2018,2018
32018R1971,12016M005,Directed,68638,,1,2018,2016
32018R1971,32013Q1220(01),Directed,68639,,1,2018,2013
32018R1971,32010R0912,Directed,68640,,1,2018,2010
32018R1971,32013R1271,Directed,68641,,1,2018,2013
32018R1971,31958R0001,Directed,68642,,1,2018,1958
32018R1971,12016E339,Directed,68643,,1,2018,2016
32018R1971,32018L1972,Directed,68644,,1,2018,2018
32018R1971,32002D0622,Directed,68645,,1,2018,2002
32018R1971,32012R0531,Directed,68646,,1,2018,2012
32018R1971,12016E313,Directed,68647,,1,2018,2016
32018R1971,32015D0444,Directed,68648,,1,2018,2015
32021R2139,32006R1893,Directed,68649,,1,2021,2006
32021R2139,32018L2001,Directed,68650,,1,2021,2018
32018L2001,32003H0361,Directed,68651,,1,2018,2003
32018L2001,31998L0070,Directed,68652,,1,2018,1998
32018L2001,12016E349,Directed,68653,,1,2018,2016
32018L2001,32009L0072,Directed,68654,,1,2018,2009
32018L2001,32018R1046,Directed,68655,,1,2018,2018
32018L2001,32003L0004,Directed,68656,,1,2018,2003
32018L2001,12016E/TXT,Directed,68657,,1,2018,2016
32018L2001,12016E290,Directed,68658,,1,2018,2016
32018L2001,12016M005,Directed,68659,,1,2018,2016
32018L2001,12016E107,Directed,68660,,1,2018,2016
32018L2001,32009L0073,Directed,68661,,1,2018,2009
32018L2001,12016E108,Directed,68662,,1,2018,2016
32018L2001,12016E034,Directed,68663,,1,2018,2016
32018L2001,32016Q0512(01),Directed,68664,,1,2018,2016
32018L2001,32012L0027,Directed,68665,,1,2018,2012
32019R0113,32013R0575,Directed,68666,,1,2019,2013
32014L0053,32008D0768,Directed,68667,,1,2014,2008
32014L0053,31998L0034,Directed,68668,,1,2014,1998
32014L0053,32008R0765,Directed,68669,,1,2014,2008
32014L0053,32007D0344,Directed,68670,,1,2014,2007
32014L0053,32014L0030,Directed,68671,,1,2014,2014
32014L0053,32002L0021,Directed,68672,,1,2014,2002
32014L0053,32012R1025,Directed,68673,,1,2014,2012
32014L0053,32014L0035,Directed,68674,,1,2014,2014
32002D0059,31992R2913,Directed,68675,,1,2002,1992
32002D0059,31976L0769,Directed,68676,,1,2002,1976
32002D0059,31980L0068,Directed,68677,,1,2002,1980
32002D0059,31994L0060,Directed,68678,,1,2002,1994
32002D0059,31999D0832,Directed,68679,,1,2002,1999
32002D0059,31999D0834,Directed,68680,,1,2002,1999
32002D0059,31976L0464,Directed,68681,,1,2002,1976
32002D0059,31999D0835,Directed,68682,,1,2002,1999
32002D0059,31999D0833,Directed,68683,,1,2002,1999
32018R0848,32003R1831,Directed,68684,,1,2018,2003
32018R0848,32009R1107,Directed,68685,,1,2018,2009
32018R0848,32008R0765,Directed,68686,,1,2018,2008
32018R0848,32001L0082,Directed,68687,,1,2018,2001
32018R0848,32016Q0512(01),Directed,68688,,1,2018,2016
32018R0848,32008R1332,Directed,68689,,1,2018,2008
32018R0848,32009R0767,Directed,68690,,1,2018,2009
32018R0848,32008L0056,Directed,68691,,1,2018,2008
32018R0848,12016M005,Directed,68692,,1,2018,2016
32018R0848,12016EN01,Directed,68693,,1,2018,2016
32018R0848,32013R1305,Directed,68694,,1,2018,2013
32018R0848,32004R0852,Directed,68695,,1,2018,2004
32018R0848,32009L0128,Directed,68696,,1,2018,2009
32018R0848,12016E290,Directed,68697,,1,2018,2016
32018R0848,32000L0060,Directed,68698,,1,2018,2000
32018R0848,32016R0679,Directed,68699,,1,2018,2016
32018R0848,32011R1169,Directed,68700,,1,2018,2011
32018R0848,32003R1830,Directed,68701,,1,2018,2003
32018R0848,32013R1306,Directed,68702,,1,2018,2013
32018R1862,32002F0584,Directed,68703,,1,2018,2002
32018R1862,12012J004,Directed,68704,,1,2018,2012
32018R1862,31968R0259,Directed,68705,,1,2018,1968
32018R1862,32016L0680,Directed,68706,,1,2018,2016
32018R1862,32018R1727,Directed,68707,,1,2018,2018
32018R1862,12016E290,Directed,68708,,1,2018,2016
32018R1862,12016P024,Directed,68709,,1,2018,2016
32018R1862,32001R0045,Directed,68710,,1,2018,2001
32018R1862,12016E/PRO/22,Directed,68711,,1,2018,2016
32018R1862,12016P/TXT,Directed,68712,,1,2018,2016
32018R1862,32016Q0512(01),Directed,68713,,1,2018,2016
32018R1862,32013L0048,Directed,68714,,1,2018,2013
32018R1862,12016P008,Directed,68715,,1,2018,2016
32018R1862,12005SA004,Directed,68716,,1,2018,2005
32018R1862,31999D0437,Directed,68717,,1,2018,1999
32018R1862,32016R0679,Directed,68718,,1,2018,2016
32018R1862,12016M/TXT,Directed,68719,,1,2018,2016
32018R1862,12016M005,Directed,68720,,1,2018,2016
32018R1862,12003T003,Directed,68721,,1,2018,2003
32018R1862,12016E/TXT,Directed,68722,,1,2018,2016
32018R1862,32016R0399,Directed,68723,,1,2018,2016
32018R1862,32018D0934,Directed,68724,,1,2018,2018
32018R1862,12016M/PRO/22,Directed,68725,,1,2018,2016
32009L0048,32008D0768,Directed,68726,,1,2009,2008
32009L0048,32006L0012,Directed,68727,,1,2009,2006
32009L0048,31999D0468,Directed,68728,,1,2009,1999
32009L0048,32008R0765,Directed,68729,,1,2009,2008
32009L0048,32006R1907,Directed,68730,,1,2009,2006
32009L0048,31998L0034,Directed,68731,,1,2009,1998
32009L0048,32001L0095,Directed,68732,,1,2009,2001
32019R1700,32009R0223,Directed,68733,,1,2019,2009
32019R1700,32002L0058,Directed,68734,,1,2019,2002
32019R1700,12016M005,Directed,68735,,1,2019,2016
32019R1700,32018R1046,Directed,68736,,1,2019,2018
32019R1700,32017R0825,Directed,68737,,1,2019,2017
32019R1700,32016R0679,Directed,68738,,1,2019,2016
32019R1700,32014R0282,Directed,68739,,1,2019,2014
32019R1700,12016E290,Directed,68740,,1,2019,2016
32019R1700,32001R0045,Directed,68741,,1,2019,2001
32019R1700,32016Q0512(01),Directed,68742,,1,2019,2016
32019R1700,32013R1291,Directed,68743,,1,2019,2013
32019R1700,32013R1303,Directed,68744,,1,2019,2013
32025R0301,32010R1094,Directed,68745,,1,2025,2010
32025R0301,32010R1093,Directed,68746,,1,2025,2010
32025R0301,32024R1772,Directed,68747,,1,2025,2024
32025R0301,32010R1095,Directed,68748,,1,2025,2010
32024R3011,32014L0041,Directed,68749,,1,2024,2014
32024R3011,12016M/PRO/22,Directed,68750,,1,2024,2016
32024R3011,12016M006,Directed,68751,,1,2024,2016
32024R3011,32002F0584,Directed,68752,,1,2024,2002
32024R3011,12016E/PRO/21,Directed,68753,,1,2024,2016
32024R3011,32023R2844,Directed,68754,,1,2024,2023
32024R3011,32016L0680,Directed,68755,,1,2024,2016
32024R3011,32001Y0115(02),Directed,68756,,1,2024,2001
32024R3011,12016M005,Directed,68757,,1,2024,2016
32024R3011,12016E290,Directed,68758,,1,2024,2016
32024R3011,32013L0048,Directed,68759,,1,2024,2013
32024R3011,32012L0029,Directed,68760,,1,2024,2012
32024R3011,32013R0606,Directed,68761,,1,2024,2013
32024R3011,32018R1727,Directed,68762,,1,2024,2018
32024R3011,32011L0099,Directed,68763,,1,2024,2011
32024R3011,12016E/PRO/22,Directed,68764,,1,2024,2016
32024R3011,32016Q0512(01),Directed,68765,,1,2024,2016
32024R3011,32016L1919,Directed,68766,,1,2024,2016
32024R3011,32002F0475,Directed,68767,,1,2024,2002
32024R3011,12016M/PRO/21,Directed,68768,,1,2024,2016
32024R3011,12016P047,Directed,68769,,1,2024,2016
32024R3011,12016P/TXT,Directed,68770,,1,2024,2016
32024R3011,32012L0013,Directed,68771,,1,2024,2012
32024L1760,32016R0679,Directed,68772,,1,2024,2016
32024L1760,32014L0023,Directed,68773,,1,2024,2014
32024L1760,32017R0821,Directed,68774,,1,2024,2017
32024L1760,12016M005,Directed,68775,,1,2024,2016
32024L1760,32014R0596,Directed,68776,,1,2024,2014
32024L1760,32016L0943,Directed,68777,,1,2024,2016
32024L1760,32024L1619,Directed,68778,,1,2024,2024
32024L1760,32009L0138,Directed,68779,,1,2024,2009
32024L1760,32009L0065,Directed,68780,,1,2024,2009
32024L1760,32023R1115,Directed,68781,,1,2024,2023
32024L1760,32016Q0512(01),Directed,68782,,1,2024,2016
32024L1760,32023R1114,Directed,68783,,1,2024,2023
32024L1760,32017R2402,Directed,68784,,1,2024,2017
32024L1760,32013R0575,Directed,68785,,1,2024,2013
32024L1760,12016P008,Directed,68786,,1,2024,2016
32024L1760,12016P007,Directed,68787,,1,2024,2016
32024L1760,32021R0821,Directed,68788,,1,2024,2021
32024L1760,12016M002,Directed,68789,,1,2024,2016
32024L1760,32016L2341,Directed,68790,,1,2024,2016
32024L1760,32014R0909,Directed,68791,,1,2024,2014
32024L1760,32015L2366,Directed,68792,,1,2024,2015
32024L1760,32021R1119,Directed,68793,,1,2024,2021
32024L1760,12016E290,Directed,68794,,1,2024,2016
32024L1760,32014L0025,Directed,68795,,1,2024,2014
32024L1760,32004L0035,Directed,68796,,1,2024,2004
32024L1760,32013R0346,Directed,68797,,1,2024,2013
32024L1760,32017C1213(01),Directed,68798,,1,2024,2017
32024L1760,12016P/TXT,Directed,68799,,1,2024,2016
32024L1760,32013R0345,Directed,68800,,1,2024,2013
32024L1760,32012R0648,Directed,68801,,1,2024,2012
32024L1760,32020R1503,Directed,68802,,1,2024,2020
32024L1760,32023R1542,Directed,68803,,1,2024,2023
32024L1760,32014L0024,Directed,68804,,1,2024,2014
32024L1760,12016E191,Directed,68805,,1,2024,2016
31999D0437,11997D/PRO/05,Directed,68806,,1,1999,1997
31999D0437,11997M024,Directed,68807,,1,1999,1997
32004D0327,32003D0751,Directed,68808,,1,2004,2003
32004D0327,32003D0752,Directed,68809,,1,2004,2003
32001D0696,32000Y0811(02),Directed,68810,,1,2001,2000
32001D0696,32000L0046,Directed,68811,,1,2001,2000
32001D0696,11997E081,Directed,68812,,1,2001,1997
32001D0696,31999L0093,Directed,68813,,1,2001,1999
32010R1071,32010R0273,Directed,68814,,1,2010,2010
32010R1071,32008R0351,Directed,68815,,1,2010,2008
32010R1071,32010R0590,Directed,68816,,1,2010,2010
32016R1799,32010R1095,Directed,68817,,1,2016,2010
32016R1799,32015R0002,Directed,68818,,1,2016,2015
32016R1799,32010R1093,Directed,68819,,1,2016,2010
32016R1799,32010R1094,Directed,68820,,1,2016,2010
32021R0696,32017L1371,Directed,68821,,1,2021,2017
32021R0696,12016E322,Directed,68822,,1,2021,2016
32021R0696,32016Q0512(01),Directed,68823,,1,2021,2016
32021R0696,32021R0523,Directed,68824,,1,2021,2021
32021R0696,32008L0114,Directed,68825,,1,2021,2008
32021R0696,32013D0755,Directed,68826,,1,2021,2013
32021R0696,32011D1104,Directed,68827,,1,2021,2011
32021R0696,12016E346,Directed,68828,,1,2021,2016
32021R0696,32010D0427,Directed,68829,,1,2021,2010
32021R0696,12016E004,Directed,68830,,1,2021,2016
32021R0696,32020R2093,Directed,68831,,1,2021,2020
32021R0696,12016M/TXT,Directed,68832,,1,2021,2016
32021R0696,12016E/PRO/07,Directed,68833,,1,2021,2016
32021R0696,32017D1406,Directed,68834,,1,2021,2017
32021R0696,12016E228,Directed,68835,,1,2021,2016
32021R0696,32014L0025,Directed,68836,,1,2021,2014
32021R0696,32021R0694,Directed,68837,,1,2021,2021
32021R0696,12016E290,Directed,68838,,1,2021,2016
32021R0696,32013R0883,Directed,68839,,1,2021,2013
32021R0696,32021R0695,Directed,68840,,1,2021,2021
32021R0696,12016E/TXT,Directed,68841,,1,2021,2016
32021R0696,12016E312,Directed,68842,,1,2021,2016
32021R0696,32016R0679,Directed,68843,,1,2021,2016
32021R0696,32018R1139,Directed,68844,,1,2021,2018
32021R0696,12016M002,Directed,68845,,1,2021,2016
32021R0696,32021R0697,Directed,68846,,1,2021,2021
32021R0696,31958R0001,Directed,68847,,1,2021,1958
32021R0696,12016M005,Directed,68848,,1,2021,2016
32021R0696,12016E314,Directed,68849,,1,2021,2016
32021R0696,31999Q0531,Directed,68850,,1,2021,1999
32021R0696,32012D0243,Directed,68851,,1,2021,2012
32021R0696,32014L0024,Directed,68852,,1,2021,2014
32021R0696,12016M016,Directed,68853,,1,2021,2016
32021R0696,32009L0081,Directed,68854,,1,2021,2009
32021R0696,32015D0444,Directed,68855,,1,2021,2015
32021R0696,12016M/PRO/07,Directed,68856,,1,2021,2016
32021R0696,12016E263,Directed,68857,,1,2021,2016
32021R0696,12016E218,Directed,68858,,1,2021,2016
32021R0696,32003L0098,Directed,68859,,1,2021,2003
32021R0696,32019R0452,Directed,68860,,1,2021,2019
32021R0696,32010R0911,Directed,68861,,1,2021,2010
32021R0696,32020Q1222(01),Directed,68862,,1,2021,2020
32021R0696,32018R1046,Directed,68863,,1,2021,2018
32021R0696,32013D0488,Directed,68864,,1,2021,2013
32014R0537,32013R0575,Directed,68865,,1,2014,2013
32014R0537,32010R1092,Directed,68866,,1,2014,2010
32014R0537,32009L0138,Directed,68867,,1,2014,2009
32014R0537,32010R1094,Directed,68868,,1,2014,2010
32014R0537,32010R1093,Directed,68869,,1,2014,2010
32014R0537,32003L0071,Directed,68870,,1,2014,2003
32014R0537,32005L0060,Directed,68871,,1,2014,2005
32014R0537,32001R0045,Directed,68872,,1,2014,2001
32014R0537,32004L0039,Directed,68873,,1,2014,2004
32014R0537,31986L0635,Directed,68874,,1,2014,1986
32014R0537,32010R1095,Directed,68875,,1,2014,2010
32014R0537,31995L0046,Directed,68876,,1,2014,1995
32014R0537,32007L0064,Directed,68877,,1,2014,2007
32014R0537,32009L0065,Directed,68878,,1,2014,2009
32012R1024,32001R0045,Directed,68879,,1,2012,2001
32012R1024,32004R2006,Directed,68880,,1,2012,2004
32012R1024,32006L0123,Directed,68881,,1,2012,2006
32012R1024,32009D0739,Directed,68882,,1,2012,2009
32012R1024,31995L0046,Directed,68883,,1,2012,1995
32012R1024,31998L0034,Directed,68884,,1,2012,1998
32008D1351,31999D0468,Directed,68885,,1,2008,1999
32008D1351,31999D0276,Directed,68886,,1,2008,1999
32008D1351,32005D0854,Directed,68887,,1,2008,2005
32008D1351,32000X1218(01),Directed,68888,,1,2008,2000
32025D0704,32015D0444,Directed,68889,,1,2025,2015
32025D0704,32021D1956,Directed,68890,,1,2025,2021
32025D0704,32018R1046,Directed,68891,,1,2025,2018
32025D0799,12020W/TXT,Directed,68892,,1,2025,2020
32024D2657,32024R1252,Directed,68893,,1,2024,2024
32024D2657,12020W/PRO/01,Directed,68894,,1,2024,2020
32024D2657,12020W/TXT,Directed,68895,,1,2024,2020
32019L0879,12016M005,Directed,68896,,1,2019,2016
32019L0879,32002L0047,Directed,68897,,1,2019,2002
32019L0879,32010R1093,Directed,68898,,1,2019,2010
32019L0879,32013R0575,Directed,68899,,1,2019,2013
32019L0879,32012R0648,Directed,68900,,1,2019,2012
32018D1942,32016D2240,Directed,68901,,1,2018,2016
32018L1972,32016R0679,Directed,68902,,1,2018,2016
32018L1972,12016E057,Directed,68903,,1,2018,2016
32018L1972,11997D/AFI/DCL/22,Directed,68904,,1,2018,1997
32018L1972,32014L0061,Directed,68905,,1,2018,2014
32018L1972,31999H0519,Directed,68906,,1,2018,1999
32018L1972,32013H0466,Directed,68907,,1,2018,2013
32018L1972,32002L0058,Directed,68908,,1,2018,2002
32018L1972,12016E056,Directed,68909,,1,2018,2016
32018L1972,32015L1535,Directed,68910,,1,2018,2015
32018L1972,12016E267,Directed,68911,,1,2018,2016
32018L1972,12016P011,Directed,68912,,1,2018,2016
32018L1972,11997D/TXT,Directed,68913,,1,2018,1997
32018L1972,12016P008,Directed,68914,,1,2018,2016
32018L1972,32012R0531,Directed,68915,,1,2018,2012
32018L1972,12016P/TXT,Directed,68916,,1,2018,2016
32018L1972,32014L0035,Directed,68917,,1,2018,2014
32018L1972,12016E290,Directed,68918,,1,2018,2016
32018L1972,12016P007,Directed,68919,,1,2018,2016
32018L1972,32017D0899,Directed,68920,,1,2018,2017
32018L1972,32013R0526,Directed,68921,,1,2018,2013
32018L1972,32005H0698,Directed,68922,,1,2018,2005
32018L1972,32014L0030,Directed,68923,,1,2018,2014
32018L1972,12016E108,Directed,68924,,1,2018,2016
32018L1972,32003H0361,Directed,68925,,1,2018,2003
32018L1972,12016E/TXT,Directed,68926,,1,2018,2016
32018L1972,12016P052,Directed,68927,,1,2018,2016
32018L1972,32009R1211,Directed,68928,,1,2018,2009
32018L1972,32013R1315,Directed,68929,,1,2018,2013
32018L1972,32014L0053,Directed,68930,,1,2018,2014
32018L1972,32016L1148,Directed,68931,,1,2018,2016
32018L1972,32008R0593,Directed,68932,,1,2018,2008
32018L1972,32016Q0512(01),Directed,68933,,1,2018,2016
32018L1972,32018R1971,Directed,68934,,1,2018,2018
32018L1972,12016E107,Directed,68935,,1,2018,2016
32018L1972,12016E345,Directed,68936,,1,2018,2016
32018L1972,12016M005,Directed,68937,,1,2018,2016
32018L1972,32002D0622,Directed,68938,,1,2018,2002
32018L1972,32003L0098,Directed,68939,,1,2018,2003
32018L1972,12016E052,Directed,68940,,1,2018,2016
32018L1972,12016M/TXT,Directed,68941,,1,2018,2016
32018L1972,12016E169,Directed,68942,,1,2018,2016
32014D0532,31999R0659,Directed,68943,,1,2014,1999
32014D0532,31998R0994,Directed,68944,,1,2014,1998
32014D0532,32004R0794,Directed,68945,,1,2014,2004
32014D0532,32008R0271,Directed,68946,,1,2014,2008
32014D0532,31997Y0917(01),Directed,68947,,1,2014,1997
32017R0653,32014R0600,Directed,68948,,1,2017,2014
32017R0653,32009L0065,Directed,68949,,1,2017,2009
32017R0653,32010R1095,Directed,68950,,1,2017,2010
32017R0653,32016L0097,Directed,68951,,1,2017,2016
32017R0653,32010R1094,Directed,68952,,1,2017,2010
32017R0653,32010R1093,Directed,68953,,1,2017,2010
32012D0321,32004L0018,Directed,68954,,1,2012,2004
32012D0321,32008L0006,Directed,68955,,1,2012,2008
32012D0321,32009D0613,Directed,68956,,1,2012,2009
32012D0321,32005D0145,Directed,68957,,1,2012,2005
32012D0321,31997L0067,Directed,68958,,1,2012,1997
32012D0321,32004R0794,Directed,68959,,1,2012,2004
32012D0321,31992L0050,Directed,68960,,1,2012,1992
32012D0321,32011D0747,Directed,68961,,1,2012,2011
32006L0021,31992L0104,Directed,68962,,1,2006,1992
32006L0021,32002D1600,Directed,68963,,1,2006,2002
32006L0021,31996L0082,Directed,68964,,1,2006,1996
32006L0021,31967L0548,Directed,68965,,1,2006,1967
32006L0021,31980L0068,Directed,68966,,1,2006,1980
32006L0021,31999L0045,Directed,68967,,1,2006,1999
32006L0021,31996L0061,Directed,68968,,1,2006,1996
32006L0021,32003Q1231(01),Directed,68969,,1,2006,2003
32006L0021,31992L0091,Directed,68970,,1,2006,1992
32006L0021,32003L0105,Directed,68971,,1,2006,2003
32006L0021,31985L0337,Directed,68972,,1,2006,1985
32006L0021,31975L0442,Directed,68973,,1,2006,1975
32006L0021,31976L0464,Directed,68974,,1,2006,1976
32013R0883,31968R0259,Directed,68975,,1,2013,1968
32013R0883,32001R0045,Directed,68976,,1,2013,2001
32017R0394,32010R1095,Directed,68977,,1,2017,2010
32017R0394,32012R1247,Directed,68978,,1,2017,2012
32024L2853,32016L0680,Directed,68979,,1,2024,2016
32024L2853,32024R1689,Directed,68980,,1,2024,2024
32024L2853,32022R2065,Directed,68981,,1,2024,2022
32024L2853,32017R0745,Directed,68982,,1,2024,2017
32024L2853,12016M005,Directed,68983,,1,2024,2016
