celex,title,year,domains,subdomains,legal_type,url
32010R0595,32010R0595,2010,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0595
32010R0600,32010R0600,2010,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;ANIMAL PRODUCT;MEANS OF AGRICULTURAL PRODUCTION;HEALTH;FOODSTUFF;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0600
32010R0634,32010R0634,2010,"AGRI-FOODSTUFFS;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;EUROPE;CONSUMPTION;PROCESSED AGRICULTURAL PRODUCE;ECONOMIC GEOGRAPHY;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0634
32010R0641,32010R0641,2010,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0641
32010R0725R(01),32010R0725R(01),2010,"EDUCATION AND COMMUNICATIONS;LAW;AGRICULTURE, FORESTRY AND FISHERIES",INTERNATIONAL LAW;INFORMATION AND INFORMATION PROCESSING;FISHERIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0725R(01)
32010R0874,32010R0874,2010,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;FOOD TECHNOLOGY;MARKETING;HEALTH,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0874
32010R0892,32010R0892,2010,"AGRI-FOODSTUFFS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;FOOD TECHNOLOGY;MARKETING;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0892
32010R0906,32010R0906,2010,POLITICS;INTERNATIONAL RELATIONS;LAW;GEOGRAPHY,ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICS AND PUBLIC SAFETY;CIVIL LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0906
32010R0913,32010R0913,2010,TRANSPORT,ORGANISATION OF TRANSPORT;LAND TRANSPORT;TRANSPORT POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0913
32010R0913R(01),32010R0913R(01),2010,TRANSPORT,ORGANISATION OF TRANSPORT;LAND TRANSPORT;TRANSPORT POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0913R(01)
32010R0987,32010R0987,2010,"AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;PLANT PRODUCT;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;PRODUCTION;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0987
32010R0990,32010R0990,2010,"AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;PLANT PRODUCT;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;PRODUCTION;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0990
32010R0999R(01),32010R0999R(01),2010,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;FOOD TECHNOLOGY;MARKETING;HEALTH,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R0999R(01)
32010R1000,32010R1000,2010,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",AGRICULTURAL ACTIVITY;TARIFF POLICY;EUROPEAN UNION LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1000
32010R1016,32010R1016,2010,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1016
32010R1016(01),32010R1016(01),2010,BUSINESS AND COMPETITION;FINANCE;EUROPEAN UNION,PUBLIC FINANCE AND BUDGET POLICY;BUDGET;MANAGEMENT;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1016(01)
32010R1080R(03),32010R1080R(03),2010,POLITICS;EUROPEAN UNION,EXECUTIVE POWER AND PUBLIC SERVICE;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1080R(03)
32010R1095R(02),32010R1095R(02),2010,EDUCATION AND COMMUNICATIONS;FINANCE;EUROPEAN UNION,BUDGET;INFORMATION AND INFORMATION PROCESSING;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;EUROPEAN CONSTRUCTION;FREE MOVEMENT OF CAPITAL;EU FINANCE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1095R(02)
32010R1155,32010R1155,2010,TRADE;INDUSTRY,TARIFF POLICY;MISCELLANEOUS INDUSTRIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1155
32010R1177R(02),32010R1177R(02),2010,SOCIAL QUESTIONS;TRADE;LAW;TRANSPORT,MARITIME AND INLAND WATERWAY TRANSPORT;SOCIAL AFFAIRS;ORGANISATION OF TRANSPORT;CONSUMPTION;RIGHTS AND FREEDOMS;CIVIL LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1177R(02)
32010R1185,32010R1185,2010,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1185
32010R1193,32010R1193,2010,"AGRI-FOODSTUFFS;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;AGRICULTURAL STRUCTURES AND PRODUCTION;ANIMAL PRODUCT;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1193
32010R1204,32010R1204,2010,POLITICS;TRADE;INTERNATIONAL RELATIONS;LAW;GEOGRAPHY;EUROPEAN UNION,INTERNATIONAL TRADE;ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICS AND PUBLIC SAFETY;EUROPEAN CONSTRUCTION;CIVIL LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1204
32010R1215,32010R1215,2010,"AGRI-FOODSTUFFS;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;EUROPE;CONSUMPTION;PROCESSED AGRICULTURAL PRODUCE;ECONOMIC GEOGRAPHY;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1215
32010R1237,32010R1237,2010,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32010R1237
32011D0006(01),32011D0006(01),2011,EDUCATION AND COMMUNICATIONS;EUROPEAN UNION,INFORMATION AND INFORMATION PROCESSING;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0006(01)
32011D0016,32011D0016,2011,BUSINESS AND COMPETITION;ECONOMICS;INTERNATIONAL RELATIONS;FINANCE,FINANCIAL INSTITUTIONS AND CREDIT;ACCOUNTING;ECONOMIC CONDITIONS;MONETARY RELATIONS;COOPERATION POLICY;MONETARY ECONOMICS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0016
32011D0019,32011D0019,2011,"SOCIAL QUESTIONS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;INDUSTRY",BUILDING AND PUBLIC WORKS;MARKETING;TECHNOLOGY AND TECHNICAL REGULATIONS;CONSTRUCTION AND TOWN PLANNING,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0019
32011D0051,32011D0051,2011,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;TARIFF POLICY;INTERNATIONAL TRADE;ANIMAL PRODUCT;EUROPE;ECONOMIC GEOGRAPHY;HEALTH;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0051
32011D0079,32011D0079,2011,SOCIAL QUESTIONS;LAW;GEOGRAPHY,SOCIAL AFFAIRS;AFRICA;ECONOMIC GEOGRAPHY;CRIMINAL LAW;POLITICAL GEOGRAPHY;CIVIL LAW,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0079
32011D0163,32011D0163,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0163
32011D0196,32011D0196,2011,"SOCIAL QUESTIONS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;INDUSTRY",DEMOGRAPHY AND POPULATION;CONSUMPTION;LEATHER AND TEXTILE INDUSTRIES;TECHNOLOGY AND TECHNICAL REGULATIONS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0196
32011D0213,32011D0213,2011,"PRODUCTION, TECHNOLOGY AND RESEARCH;INTERNATIONAL RELATIONS;GEOGRAPHY",ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;RESEARCH AND INTELLECTUAL PROPERTY;COOPERATION POLICY;TECHNOLOGY AND TECHNICAL REGULATIONS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0213
32011D0219,32011D0219,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0219
32011D0225,32011D0225,2011,ENVIRONMENT;TRADE;GEOGRAPHY;INDUSTRY,CHEMISTRY;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;DETERIORATION OF THE ENVIRONMENT;MARKETING;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0225
32011D0266,32011D0266,2011,"SOCIAL QUESTIONS;POLITICS;EDUCATION AND COMMUNICATIONS;AGRICULTURE, FORESTRY AND FISHERIES;INDUSTRY",CHEMISTRY;EXECUTIVE POWER AND PUBLIC SERVICE;MEANS OF AGRICULTURAL PRODUCTION;INFORMATION AND INFORMATION PROCESSING;HEALTH;AGRICULTURAL POLICY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0266
32011D0274,32011D0274,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0274
32011D0281,32011D0281,2011,EUROPEAN UNION,EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0281
32011D0283,32011D0283,2011,INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,EUROPE;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0283
32011D0286,32011D0286,2011,ECONOMICS;GEOGRAPHY;EUROPEAN UNION,ECONOMIC POLICY;EUROPE;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;EU FINANCE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0286
32011D0320,32011D0320,2011,SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE,MARKETING;HEALTH;FOODSTUFF,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0320
32011D0323R(01),32011D0323R(01),2011,SOCIAL QUESTIONS;GEOGRAPHY,EUROPE;ECONOMIC GEOGRAPHY;CULTURE AND RELIGION;POLITICAL GEOGRAPHY;CONSTRUCTION AND TOWN PLANNING,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0323R(01)
32011D0334,32011D0334,2011,INTERNATIONAL RELATIONS;ENERGY;GEOGRAPHY;EUROPEAN UNION,ELECTRICAL AND NUCLEAR INDUSTRIES;ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;ENERGY POLICY;COOPERATION POLICY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0334
32011D0351,32011D0351,2011,INTERNATIONAL RELATIONS;LAW;GEOGRAPHY;EUROPEAN UNION,EUROPE;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;INTERNATIONAL LAW;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0351
32011D0369,32011D0369,2011,"PRODUCTION, TECHNOLOGY AND RESEARCH;LAW",INTERNATIONAL LAW;TECHNOLOGY AND TECHNICAL REGULATIONS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0369
32011D0424,32011D0424,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0424
32011D0466,32011D0466,2011,TRANSPORT;GEOGRAPHY;EUROPEAN UNION,ECONOMIC GEOGRAPHY;AMERICA;AIR AND SPACE TRANSPORT;TRANSPORT POLICY;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0466
32011D0491,32011D0491,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0491
32011D0500,32011D0500,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0500
32011D0520,32011D0520,2011,EDUCATION AND COMMUNICATIONS;EMPLOYMENT AND WORKING CONDITIONS;TRANSPORT;GEOGRAPHY,MARITIME AND INLAND WATERWAY TRANSPORT;EMPLOYMENT;AFRICA;ORGANISATION OF TRANSPORT;ECONOMIC GEOGRAPHY;EDUCATION;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0520
32011D0527,32011D0527,2011,BUSINESS AND COMPETITION;ECONOMICS;FINANCE;GEOGRAPHY,TAXATION;ECONOMIC POLICY;BUSINESS ORGANISATION;COMPETITION;EUROPE;ACCOUNTING;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0527
32011D0528,32011D0528,2011,BUSINESS AND COMPETITION;ECONOMICS;ENERGY;GEOGRAPHY,ECONOMIC POLICY;ELECTRICAL AND NUCLEAR INDUSTRIES;COMPETITION;EUROPE;ECONOMIC GEOGRAPHY;SOFT ENERGY;ENERGY POLICY;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0528
32011D0536,32011D0536,2011,INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,EUROPE;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0536
32011D0542,32011D0542,2011,ECONOMICS;FINANCE;GEOGRAPHY,PUBLIC FINANCE AND BUDGET POLICY;ECONOMIC POLICY;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0542
32011D0647,32011D0647,2011,SOCIAL QUESTIONS;BUSINESS AND COMPETITION;LAW;GEOGRAPHY,BUSINESS ORGANISATION;SOCIAL AFFAIRS;COMPETITION;EUROPE;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;CIVIL LAW,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0647
32011D0667,32011D0667,2011,POLITICS;BUSINESS AND COMPETITION;EDUCATION AND COMMUNICATIONS;LAW;EUROPEAN UNION,BUSINESS CLASSIFICATION;EXECUTIVE POWER AND PUBLIC SERVICE;SOURCES AND BRANCHES OF THE LAW;COMMUNICATIONS;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0667
32011D0683,32011D0683,2011,BUSINESS AND COMPETITION;ECONOMICS;INTERNATIONAL RELATIONS;FINANCE;GEOGRAPHY;EUROPEAN UNION,PUBLIC FINANCE AND BUDGET POLICY;ECONOMIC POLICY;FINANCIAL INSTITUTIONS AND CREDIT;EUROPE;ACCOUNTING;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;POLITICAL GEOGRAPHY;COOPERATION POLICY;FREE MOVEMENT OF CAPITAL;EU FINANCE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0683
32011D0700,32011D0700,2011,AGRI-FOODSTUFFS;ECONOMICS;GEOGRAPHY;EUROPEAN UNION,AGRI-FOODSTUFFS;ANIMAL PRODUCT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC ANALYSIS;EUROPEAN UNION LAW;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0700
32011D0725,32011D0725,2011,ECONOMICS;EDUCATION AND COMMUNICATIONS;EMPLOYMENT AND WORKING CONDITIONS;GEOGRAPHY;INDUSTRY,MECHANICAL ENGINEERING;ECONOMIC POLICY;EMPLOYMENT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;COMMUNICATIONS;POLITICAL GEOGRAPHY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0725
32011D0731,32011D0731,2011,INTERNATIONAL RELATIONS;INDUSTRY;EUROPEAN UNION,WOOD INDUSTRY;INTERNATIONAL AFFAIRS;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0731
32011D0796,32011D0796,2011,"INTERNATIONAL RELATIONS;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",AGRICULTURAL ACTIVITY;EUROPE;ECONOMIC GEOGRAPHY;AGRICULTURAL POLICY;POLITICAL GEOGRAPHY;COOPERATION POLICY;EU FINANCE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0796
32011D0824,32011D0824,2011,"INTERNATIONAL ORGANISATIONS;TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",AGRICULTURAL ACTIVITY;INTERNATIONAL TRADE;ASIA AND OCEANIA;EXTRA-EUROPEAN ORGANISATIONS;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;FISHERIES;POLITICAL GEOGRAPHY;COOPERATION POLICY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0824
32011D0844,32011D0844,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0844
32011D0884R(02),32011D0884R(02),2011,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY",PLANT PRODUCT;TARIFF POLICY;INTERNATIONAL TRADE;ASIA AND OCEANIA;ECONOMIC GEOGRAPHY;TRADE;TRADE POLICY;HEALTH;FOODSTUFF;TECHNOLOGY AND TECHNICAL REGULATIONS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0884R(02)
32011D0894,32011D0894,2011,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D0894
32011D1004(01),32011D1004(01),2011,TRADE;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,LABOUR MARKET;TRADE POLICY;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011D1004(01)
32011G1220(01),32011G1220(01),2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011G1220(01)
32011H0707(01),32011H0707(01),2011,EDUCATION AND COMMUNICATIONS;INTERNATIONAL RELATIONS,EDUCATION;ORGANISATION OF TEACHING;COMMUNICATIONS;COOPERATION POLICY,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011H0707(01)
32011H0720(02),32011H0720(02),2011,ECONOMICS;EDUCATION AND COMMUNICATIONS;FINANCE;ENERGY;EMPLOYMENT AND WORKING CONDITIONS;GEOGRAPHY;EUROPEAN UNION,PUBLIC FINANCE AND BUDGET POLICY;EMPLOYMENT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;ORGANISATION OF TEACHING;ENERGY POLICY;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011H0720(02)
32011H0722(02),32011H0722(02),2011,ECONOMICS;FINANCE;LAW;EMPLOYMENT AND WORKING CONDITIONS;GEOGRAPHY;EUROPEAN UNION,PUBLIC FINANCE AND BUDGET POLICY;EMPLOYMENT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION;RIGHTS AND FREEDOMS,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011H0722(02)
32011H0723(01),32011H0723(01),2011,ECONOMICS;FINANCE;EMPLOYMENT AND WORKING CONDITIONS;GEOGRAPHY;EUROPEAN UNION,PUBLIC FINANCE AND BUDGET POLICY;EMPLOYMENT;FINANCIAL INSTITUTIONS AND CREDIT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Recommendation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011H0723(01)
32011L0005,32011L0005,2011,"SOCIAL QUESTIONS;POLITICS;TRADE;INTERNATIONAL RELATIONS;AGRICULTURE, FORESTRY AND FISHERIES",INTERNATIONAL AFFAIRS;EXECUTIVE POWER AND PUBLIC SERVICE;MEANS OF AGRICULTURAL PRODUCTION;MARKETING;HEALTH,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0005
32011L0018,32011L0018,2011,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0018
32011L0023,32011L0023,2011,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0023
32011L0036R(01),32011L0036R(01),2011,SOCIAL QUESTIONS;LAW,SOCIAL AFFAIRS;CRIMINAL LAW;RIGHTS AND FREEDOMS,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0036R(01)
32011L0043,32011L0043,2011,"SOCIAL QUESTIONS;ENVIRONMENT;POLITICS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES;INDUSTRY",CHEMISTRY;EXECUTIVE POWER AND PUBLIC SERVICE;DETERIORATION OF THE ENVIRONMENT;MEANS OF AGRICULTURAL PRODUCTION;MARKETING;TRADE POLICY;HEALTH;AGRICULTURAL POLICY,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0043
32011L0055R(01),32011L0055R(01),2011,"SOCIAL QUESTIONS;POLITICS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES;INDUSTRY",CHEMISTRY;EXECUTIVE POWER AND PUBLIC SERVICE;MEANS OF AGRICULTURAL PRODUCTION;MARKETING;HEALTH;AGRICULTURAL POLICY,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0055R(01)
32011L0065R(03),32011L0065R(03),2011,"ENVIRONMENT;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;INDUSTRY",ELECTRONICS AND ELECTRICAL ENGINEERING;DETERIORATION OF THE ENVIRONMENT;MARKETING;TRADE POLICY;ENVIRONMENTAL POLICY;TECHNOLOGY AND TECHNICAL REGULATIONS,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0065R(03)
32011L0065R(06),32011L0065R(06),2011,"ENVIRONMENT;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;INDUSTRY",ELECTRONICS AND ELECTRICAL ENGINEERING;DETERIORATION OF THE ENVIRONMENT;MARKETING;TRADE POLICY;ENVIRONMENTAL POLICY;TECHNOLOGY AND TECHNICAL REGULATIONS,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0065R(06)
32011L0068,32011L0068,2011,"PRODUCTION, TECHNOLOGY AND RESEARCH;EDUCATION AND COMMUNICATIONS;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",AGRICULTURAL ACTIVITY;DOCUMENTATION;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;RESEARCH AND INTELLECTUAL PROPERTY,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0068
32011L0078,32011L0078,2011,UNKNOWN,SETTORE TRASVERSALE,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0078
32011L0083R(01),32011L0083R(01),2011,TRADE;LAW;EUROPEAN UNION,CONSUMPTION;TRADE POLICY;EUROPEAN UNION LAW;CIVIL LAW,Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0083R(01)
32011L0097,32011L0097,2011,ENVIRONMENT;INDUSTRY,"IRON, STEEL AND OTHER METAL INDUSTRIES;DETERIORATION OF THE ENVIRONMENT;ENVIRONMENTAL POLICY",Directive,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011L0097
32011M6052,32011M6052,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6052
32011M6062,32011M6062,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6062
