celex,title,year,domains,subdomains,legal_type,url
32011M6066,32011M6066,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6066
32011M6119,32011M6119,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6119
32011M6121,32011M6121,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6121
32011M6123,32011M6123,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6123
32011M6156,32011M6156,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6156
32011M6172,32011M6172,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6172
32011M6173,32011M6173,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6173
32011M6195,32011M6195,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6195
32011M6230,32011M6230,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6230
32011M6295,32011M6295,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6295
32011M6317,32011M6317,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6317
32011M6353,32011M6353,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6353
32011M6354,32011M6354,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6354
32011M6366,32011M6366,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6366
32011M6374,32011M6374,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6374
32011M6378,32011M6378,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6378
32011M6412,32011M6412,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6412
32011M6425,32011M6425,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6425
32011M6434,32011M6434,2011,UNKNOWN,SETTORE TRASVERSALE,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011M6434
32011R0010R(09),32011R0010R(09),2011,SOCIAL QUESTIONS;AGRI-FOODSTUFFS;ENVIRONMENT;TRADE;INDUSTRY,CHEMISTRY;DETERIORATION OF THE ENVIRONMENT;MARKETING;HEALTH;FOODSTUFF,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0010R(09)
32011R0137,32011R0137,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0137
32011R0158,32011R0158,2011,"AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;PRODUCTION;MARKETING;FOODSTUFF;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0158
32011R0160,32011R0160,2011,"AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;PRODUCTION;MARKETING;FOODSTUFF;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0160
32011R0202,32011R0202,2011,"POLITICS;EDUCATION AND COMMUNICATIONS;AGRICULTURE, FORESTRY AND FISHERIES",DOCUMENTATION;EXECUTIVE POWER AND PUBLIC SERVICE;INFORMATION AND INFORMATION PROCESSING;FISHERIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0202
32011R0209,32011R0209,2011,BUSINESS AND COMPETITION;TRADE;EDUCATION AND COMMUNICATIONS;GEOGRAPHY,TARIFF POLICY;INTERNATIONAL TRADE;ASIA AND OCEANIA;COMPETITION;ECONOMIC GEOGRAPHY;TRADE;TRADE POLICY;COMMUNICATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0209
32011R0211R(02),32011R0211R(02),2011,POLITICS;EUROPEAN UNION,EUROPEAN UNION LAW;POLITICAL FRAMEWORK;PARLIAMENT;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0211R(02)
32011R0228,32011R0228,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0228
32011R0269R(01),32011R0269R(01),2011,TRADE;EDUCATION AND COMMUNICATIONS;INTERNATIONAL RELATIONS;LAW;GEOGRAPHY,INTERNATIONAL TRADE;AFRICA;DEFENCE;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;INFORMATION AND INFORMATION PROCESSING;CIVIL LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0269R(01)
32011R0286R(03),32011R0286R(03),2011,"ENVIRONMENT;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;EDUCATION AND COMMUNICATIONS",DOCUMENTATION;DETERIORATION OF THE ENVIRONMENT;MARKETING;RESEARCH AND INTELLECTUAL PROPERTY;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0286R(03)
32011R0286R(04),32011R0286R(04),2011,"ENVIRONMENT;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;EDUCATION AND COMMUNICATIONS",DOCUMENTATION;DETERIORATION OF THE ENVIRONMENT;MARKETING;RESEARCH AND INTELLECTUAL PROPERTY;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0286R(04)
32011R0305R(07),32011R0305R(07),2011,"PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;INDUSTRY",BUILDING AND PUBLIC WORKS;MARKETING;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0305R(07)
32011R0328,32011R0328,2011,SOCIAL QUESTIONS;BUSINESS AND COMPETITION;ECONOMICS;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,MANAGEMENT;ORGANISATION OF WORK AND WORKING CONDITIONS;ECONOMIC ANALYSIS;HEALTH;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0328
32011R0337,32011R0337,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0337
32011R0342,32011R0342,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0342
32011R0394,32011R0394,2011,ENVIRONMENT;TRADE;TRANSPORT;GEOGRAPHY,ECONOMIC GEOGRAPHY;AIR AND SPACE TRANSPORT;DETERIORATION OF THE ENVIRONMENT;TRADE POLICY;ENVIRONMENTAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0394
32011R0404R(03),32011R0404R(03),2011,"EDUCATION AND COMMUNICATIONS;LAW;AGRICULTURE, FORESTRY AND FISHERIES",INTERNATIONAL LAW;INFORMATION AND INFORMATION PROCESSING;COMMUNICATIONS;FISHERIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0404R(03)
32011R0416,32011R0416,2011,"AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRADE;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL STRUCTURES AND PRODUCTION;ANIMAL PRODUCT;EUROPE;CONSUMPTION;ECONOMIC GEOGRAPHY;PRODUCTION;MARKETING;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0416
32011R0433,32011R0433,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0433
32011R0442,32011R0442,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0442
32011R0492,32011R0492,2011,LAW;EMPLOYMENT AND WORKING CONDITIONS,LABOUR MARKET;EMPLOYMENT;RIGHTS AND FREEDOMS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0492
32011R0520,32011R0520,2011,"SOCIAL QUESTIONS;AGRI-FOODSTUFFS;PRODUCTION, TECHNOLOGY AND RESEARCH;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;ANIMAL PRODUCT;MEANS OF AGRICULTURAL PRODUCTION;HEALTH;AGRICULTURAL POLICY;FOODSTUFF;TECHNOLOGY AND TECHNICAL REGULATIONS,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0520
32011R0527,32011R0527,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0527
32011R0536,32011R0536,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0536
32011R0540R(07),32011R0540R(07),2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0540R(07)
32011R0540R(08),32011R0540R(08),2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0540R(08)
32011R0572,32011R0572,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0572
32011R0574,32011R0574,2011,"ENVIRONMENT;TRADE;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;DETERIORATION OF THE ENVIRONMENT;MARKETING,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0574
32011R0590,32011R0590,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0590
32011R0626R(01),32011R0626R(01),2011,ENVIRONMENT;TRADE;ENERGY;INDUSTRY,CONSUMPTION;BUILDING AND PUBLIC WORKS;DETERIORATION OF THE ENVIRONMENT;MARKETING;ENERGY POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0626R(01)
32011R0655,32011R0655,2011,BUSINESS AND COMPETITION;TRADE;GEOGRAPHY;INDUSTRY,CHEMISTRY;INTERNATIONAL TRADE;ASIA AND OCEANIA;COMPETITION;ECONOMIC GEOGRAPHY;TRADE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0655
32011R0660,32011R0660,2011,"TRANSPORT;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",MARITIME AND INLAND WATERWAY TRANSPORT;AFRICA;ECONOMIC GEOGRAPHY;FISHERIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0660
32011R0723,32011R0723,2011,BUSINESS AND COMPETITION;TRADE;GEOGRAPHY;INDUSTRY,"INTERNATIONAL TRADE;ASIA AND OCEANIA;COMPETITION;ECONOMIC GEOGRAPHY;IRON, STEEL AND OTHER METAL INDUSTRIES;TRADE",Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0723
32011R0736,32011R0736,2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0736
32011R0776,32011R0776,2011,TRADE;INDUSTRY,MECHANICAL ENGINEERING;TARIFF POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0776
32011R0788,32011R0788,2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING;TRADE POLICY;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0788
32011R0797R(01),32011R0797R(01),2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING;TRADE POLICY;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0797R(01)
32011R0820R(01),32011R0820R(01),2011,"TRADE;AGRICULTURE, FORESTRY AND FISHERIES",MEANS OF AGRICULTURAL PRODUCTION;MARKETING;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0820R(01)
32011R0830,32011R0830,2011,"PRODUCTION, TECHNOLOGY AND RESEARCH;ECONOMICS;INDUSTRY",ECONOMIC ANALYSIS;PRODUCTION;INDUSTRIAL STRUCTURES AND POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0830
32011R0865,32011R0865,2011,"LAW;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AMERICA;INTERNATIONAL LAW;FISHERIES;POLITICAL GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0865
32011R0900,32011R0900,2011,"AGRI-FOODSTUFFS;TRADE;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;FOOD TECHNOLOGY;MARKETING;AGRICULTURAL POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0900
32011R0960,32011R0960,2011,INTERNATIONAL RELATIONS;GEOGRAPHY,ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0960
32011R0977,32011R0977,2011,POLITICS;LAW;SCIENCE,NATURAL AND APPLIED SCIENCES;INTERNATIONAL LAW;POLITICS AND PUBLIC SAFETY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R0977
32011R1068,32011R1068,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1068
32011R1077,32011R1077,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1077
32011R1093,32011R1093,2011,TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,INTERNATIONAL TRADE;ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;EUROPEAN UNION LAW;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1093
32011R1160R(01),32011R1160R(01),2011,SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE;EDUCATION AND COMMUNICATIONS,PLANT PRODUCT;DOCUMENTATION;CONSUMPTION;PROCESSED AGRICULTURAL PRODUCE;MARKETING;HEALTH,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1160R(01)
32011R1169R(05),32011R1169R(05),2011,SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE,CONSUMPTION;MARKETING;HEALTH;FOODSTUFF,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1169R(05)
32011R1169R(20),32011R1169R(20),2011,SOCIAL QUESTIONS;AGRI-FOODSTUFFS;TRADE,CONSUMPTION;MARKETING;HEALTH;FOODSTUFF,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1169R(20)
32011R1175,32011R1175,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1175
32011R1189,32011R1189,2011,EDUCATION AND COMMUNICATIONS;FINANCE;LAW,TAXATION;DOCUMENTATION;INTERNATIONAL LAW;INFORMATION AND INFORMATION PROCESSING;CIVIL LAW,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1189
32011R1190,32011R1190,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1190
32011R1215,32011R1215,2011,UNKNOWN,SETTORE TRASVERSALE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1215
32011R1224,32011R1224,2011,SOCIAL QUESTIONS;TRADE,TARIFF POLICY;SOCIAL AFFAIRS;TRADE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1224
32011R1230,32011R1230,2011,"LAW;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",EUROPEAN UNION LAW;AGRICULTURAL POLICY;ORGANISATION OF THE LEGAL SYSTEM;EUROPEAN CONSTRUCTION,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1230
32011R1233,32011R1233,2011,INTERNATIONAL ORGANISATIONS;ECONOMICS;TRADE;INTERNATIONAL RELATIONS,ECONOMIC POLICY;WORLD ORGANISATIONS;INTERNATIONAL AFFAIRS;TRADE POLICY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1233
32011R1256,32011R1256,2011,"ENVIRONMENT;TRANSPORT;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",MARITIME AND INLAND WATERWAY TRANSPORT;ECONOMIC GEOGRAPHY;NATURAL ENVIRONMENT;FISHERIES,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1256
32011R1285,32011R1285,2011,POLITICS;INTERNATIONAL RELATIONS;GEOGRAPHY,ASIA AND OCEANIA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICS AND PUBLIC SAFETY,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1285
32011R1292,32011R1292,2011,BUSINESS AND COMPETITION;ECONOMICS;EUROPEAN UNION,ECONOMIC POLICY;ACCOUNTING;EUROPEAN CONSTRUCTION;EU FINANCE,Regulation,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011R1292
32011Y1122(01),32011Y1122(01),2011,FINANCE;GEOGRAPHY,FINANCIAL INSTITUTIONS AND CREDIT;BUDGET;ECONOMIC GEOGRAPHY;MONETARY RELATIONS;FREE MOVEMENT OF CAPITAL,Other/Secondary,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32011Y1122(01)
32012D0020,32012D0020,2012,ECONOMICS;FINANCE;EMPLOYMENT AND WORKING CONDITIONS;EUROPEAN UNION,LABOUR MARKET;BUDGET;PERSONNEL MANAGEMENT AND STAFF REMUNERATION;EU INSTITUTIONS AND EUROPEAN CIVIL SERVICE;NATIONAL ACCOUNTS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0020
32012D0029,32012D0029,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0029
32012D0032(01),32012D0032(01),2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0032(01)
32012D0067,32012D0067,2012,SOCIAL QUESTIONS;AGRI-FOODSTUFFS,PLANT PRODUCT;HEALTH,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0067
32012D0107,32012D0107,2012,INTERNATIONAL ORGANISATIONS;TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,EUROPE;WORLD ORGANISATIONS;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;MARKETING;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0107
32012D0141,32012D0141,2012,"SOCIAL QUESTIONS;PRODUCTION, TECHNOLOGY AND RESEARCH;ECONOMICS;INTERNATIONAL RELATIONS;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES",AGRICULTURAL ACTIVITY;ECONOMIC POLICY;EUROPE;ECONOMIC GEOGRAPHY;HEALTH;AGRICULTURAL POLICY;RESEARCH AND INTELLECTUAL PROPERTY;POLITICAL GEOGRAPHY;COOPERATION POLICY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0141
32012D0143,32012D0143,2012,"INTERNATIONAL ORGANISATIONS;PRODUCTION, TECHNOLOGY AND RESEARCH;TRANSPORT",ORGANISATION OF TRANSPORT;LAND TRANSPORT;TRANSPORT POLICY;UNITED NATIONS;TECHNOLOGY AND TECHNICAL REGULATIONS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0143
32012D0156,32012D0156,2012,INTERNATIONAL RELATIONS;FINANCE;GEOGRAPHY;EUROPEAN UNION,EUROPE;BUDGET;ECONOMIC GEOGRAPHY;EUROPEAN UNION LAW;POLITICAL GEOGRAPHY;COOPERATION POLICY;EU FINANCE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0156
32012D0164,32012D0164,2012,"AGRI-FOODSTUFFS;TRADE;INTERNATIONAL RELATIONS;GEOGRAPHY;AGRICULTURE, FORESTRY AND FISHERIES;EUROPEAN UNION",AGRICULTURAL ACTIVITY;EUROPE;CONSUMPTION;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;MARKETING;FOODSTUFF;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0164
32012D0178,32012D0178,2012,BUSINESS AND COMPETITION;ECONOMICS;TRADE;EDUCATION AND COMMUNICATIONS;INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,ECONOMIC POLICY;COMPETITION;EUROPE;ECONOMIC GEOGRAPHY;MARKETING;EUROPEAN UNION LAW;COMMUNICATIONS;POLITICAL GEOGRAPHY;COOPERATION POLICY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0178
32012D0184,32012D0184,2012,INTERNATIONAL RELATIONS;GEOGRAPHY;EUROPEAN UNION,AFRICA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;POLITICAL GEOGRAPHY;COOPERATION POLICY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0184
32012D0265,32012D0265,2012,BUSINESS AND COMPETITION;TRADE;GEOGRAPHY;INDUSTRY,CHEMISTRY;INTERNATIONAL TRADE;ASIA AND OCEANIA;COMPETITION;ECONOMIC GEOGRAPHY;TRADE;LEATHER AND TEXTILE INDUSTRIES,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0265
32012D0271,32012D0271,2012,SOCIAL QUESTIONS;POLITICS;ECONOMICS;INTERNATIONAL RELATIONS;INDUSTRY;EUROPEAN UNION,ECONOMIC POLICY;INTERNATIONAL SECURITY;INTERNATIONAL AFFAIRS;POLITICS AND PUBLIC SAFETY;INDUSTRIAL STRUCTURES AND POLICY;EUROPEAN CONSTRUCTION;CONSTRUCTION AND TOWN PLANNING,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0271
32012D0285R(02),32012D0285R(02),2012,INTERNATIONAL RELATIONS;LAW;GEOGRAPHY,AFRICA;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;CRIMINAL LAW,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0285R(02)
32012D0323,32012D0323,2012,INTERNATIONAL RELATIONS;FINANCE;GEOGRAPHY;EUROPEAN UNION,EUROPE;BUDGET;ECONOMIC GEOGRAPHY;EUROPEAN UNION LAW;POLITICAL GEOGRAPHY;COOPERATION POLICY;EU FINANCE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0323
32012D0363,32012D0363,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0363
32012D0385,32012D0385,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0385
32012D0399,32012D0399,2012,INTERNATIONAL RELATIONS;FINANCE;TRANSPORT;GEOGRAPHY;EUROPEAN UNION,TAXATION;EUROPE;ORGANISATION OF TRANSPORT;INTERNATIONAL AFFAIRS;ECONOMIC GEOGRAPHY;LAND TRANSPORT;TRANSPORT POLICY;POLITICAL GEOGRAPHY;EUROPEAN CONSTRUCTION,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0399
32012D0414,32012D0414,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0414
32012D0421,32012D0421,2012,INTERNATIONAL RELATIONS,INTERNATIONAL SECURITY;DEFENCE;INTERNATIONAL AFFAIRS,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0421
32012D0427,32012D0427,2012,UNKNOWN,SETTORE TRASVERSALE,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0427
32012D0443R(01),32012D0443R(01),2012,ECONOMICS;INTERNATIONAL RELATIONS;FINANCE;GEOGRAPHY,ECONOMIC POLICY;FINANCIAL INSTITUTIONS AND CREDIT;EUROPE;ECONOMIC GEOGRAPHY;ECONOMIC CONDITIONS;POLITICAL GEOGRAPHY;COOPERATION POLICY,Decision,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=celex:32012D0443R(01)
